,time,open,close,high,low,volume
107,1624870380000,0.25871,0.25871,0.25871,0.25871,2000.0
108,1624870440000,0.25877,0.25877,0.25877,0.25877,0.54567141
109,1624870500000,0.25926,0.25929,0.25929,0.25926,50.0
110,1624870560000,0.25851,0.25906999999999997,0.25906999999999997,0.25851,3.56131089
111,1624870620000,0.25874,0.25905,0.25905,0.25874,600.0
112,1624870680000,0.25861999999999996,0.25851,0.25861999999999996,0.25851,400.0
113,1624870800000,0.25849,0.25845,0.25849,0.25804,861.60762997
114,1624870860000,0.25835,0.25866999999999996,0.25875,0.25835,900.33835789
115,1624870920000,0.25797,0.25797,0.25797,0.25797,0.00173346
116,1624870980000,0.25772,0.25704,0.25772,0.25704,16583.73488837
117,1624871040000,0.2571,0.25655,0.2571,0.25655,25103.16234034
118,1624871100000,0.2571,0.25728,0.25728,0.2571,656.1803718
119,1624871160000,0.25745999999999997,0.25772,0.25772,0.25745999999999997,0.0034820999999999997
120,1624871280000,0.25772,0.25777,0.25777,0.25772,50.0
121,1624871340000,0.25759,0.25676,0.25759,0.25676,250.28175306
122,1624871400000,0.25676,0.25645,0.25676,0.25614000000000003,33001.58054592
123,1624871460000,0.25694,0.25703000000000004,0.25703000000000004,0.25694,500.3626592
124,1624871580000,0.25719000000000003,0.25731,0.25733,0.25719000000000003,153.11493283
125,1624871700000,0.25744,0.25744,0.25744,0.25744,50.0
126,1624871760000,0.25689,0.25689,0.25689,0.25689,150.0
127,1624871820000,0.25689,0.25724,0.25724,0.25669000000000003,301.77107077
128,1624871880000,0.25724,0.25681,0.25724,0.25681,250.11098717
129,1624871940000,0.25726,0.25753000000000004,0.25753000000000004,0.25726,600.33800362
130,1624872000000,0.25731,0.25731,0.25731,0.25731,878.1209999
131,1624872120000,0.25772,0.25799,0.25799,0.25772,50.12201003000001
132,1624872180000,0.25789,0.25789,0.25789,0.25789,50.0
133,1624872300000,0.25751999999999997,0.25793,0.25793,0.25751999999999997,1501.55291165
134,1624872360000,0.25751999999999997,0.25751999999999997,0.25751999999999997,0.25751999999999997,100.0
135,1624872480000,0.25782,0.25782,0.25782,0.25782,0.22684456
136,1624872540000,0.2581,0.2581,0.2581,0.2581,100.0
137,1624872600000,0.2577,0.25859,0.25859,0.2577,150.04866689
138,1624872660000,0.25815,0.25815,0.25815,0.25815,150.0
139,1624872720000,0.2582,0.2582,0.2582,0.2582,0.18724938
140,1624872780000,0.25772,0.25772,0.25772,0.25772,0.00173514
141,1624872840000,0.25745999999999997,0.25695,0.25754,0.25695,60646.13262788
142,1624872900000,0.25672,0.25689,0.25689,0.25672,100.05
143,1624872960000,0.25742,0.25749,0.25749,0.25742,53.49440518
144,1624873020000,0.25672,0.2565,0.25672,0.25649,31216.0
145,1624873080000,0.25651999999999997,0.25651,0.25693,0.25651,201.56503403
146,1624873140000,0.25681,0.25681,0.25681,0.25681,50.0
147,1624873200000,0.2569,0.25688,0.25695999999999997,0.25688,750.0
148,1624873380000,0.25722,0.25722,0.25722,0.25722,0.33781946
149,1624873500000,0.25656,0.2565,0.25656,0.2565,250.0
150,1624873560000,0.25686,0.25686,0.25686,0.25686,11690.85536
151,1624873620000,0.25725,0.25619000000000003,0.25725,0.25619000000000003,801.72075666
152,1624873680000,0.25618,0.25573,0.25618,0.25573,511.64295487
153,1624873740000,0.25614000000000003,0.25551999999999997,0.25619000000000003,0.25551999999999997,705.1691977999999
154,1624873800000,0.25575,0.25589,0.25589,0.25551999999999997,158.6
155,1624873860000,0.25615,0.25571,0.25615,0.25571,100.16817565
156,1624873920000,0.25625,0.25625,0.25625,0.25625,150.0
157,1624874040000,0.25643,0.25655,0.25659,0.25643,300.0
158,1624874100000,0.25668,0.25672,0.25672,0.25668,150.00173999999998
159,1624874160000,0.25647,0.25647,0.25647,0.25647,497.55591
160,1624874220000,0.25647,0.25705,0.25705,0.25647,200.0
161,1624874340000,0.25618,0.25663,0.25663,0.25592,100.3034948
162,1624874400000,0.2565,0.25661,0.25661,0.25614000000000003,403.77454267
163,1624874460000,0.25668,0.25668,0.25668,0.25668,0.0017399999999999998
164,1624874520000,0.25668,0.257,0.257,0.25668,50.0
165,1624874580000,0.25693,0.25701999999999997,0.25701999999999997,0.25693,200.0
166,1624874640000,0.25618,0.25611999999999996,0.25619000000000003,0.25611999999999996,350.0
167,1624874700000,0.25592,0.25361999999999996,0.25592,0.25361999999999996,5963.8571081
168,1624874760000,0.25438,0.25456,0.25456,0.25365,6950.0
169,1624874820000,0.25411999999999996,0.25377,0.25411999999999996,0.25377,1100.0
170,1624874880000,0.25433,0.25431,0.25433,0.25431,400.0
171,1624874940000,0.25399,0.25451999999999997,0.25451999999999997,0.25399,3000.0
172,1624875000000,0.2545,0.25437,0.25511,0.25436,550.00351131
173,1624875060000,0.25423,0.25449,0.25449,0.25423,150.0
174,1624875120000,0.25472,0.25472,0.25472,0.25472,0.04303601
175,1624875180000,0.2548,0.2548,0.2548,0.2548,150.0
176,1624875240000,0.25414000000000003,0.25414000000000003,0.25414000000000003,0.25414000000000003,0.00175958
177,1624875300000,0.25422,0.25373,0.25422,0.25373,15749.04824577
178,1624875360000,0.25363,0.2532,0.25366,0.25313,2945.99777034
179,1624875420000,0.25388,0.25439,0.25439,0.25381,17453.274604000002
180,1624875480000,0.25417,0.25478,0.25478,0.25417,1200.0
181,1624875540000,0.25473,0.25473,0.25473,0.25436,700.35755466
182,1624875600000,0.25459,0.25417,0.25459,0.25417,500.0
183,1624875660000,0.25418,0.25467,0.25467,0.25418,1102.62561293
184,1624875720000,0.25408000000000003,0.25338,0.25408000000000003,0.25338,1347.37791324
185,1624875780000,0.25347,0.25301999999999997,0.25356999999999996,0.25301999999999997,1503.63229365
186,1624875840000,0.25306999999999996,0.25244,0.25332,0.25236,4409.404
187,1624875900000,0.2529,0.25215,0.25331,0.25215,5888.39459488
188,1624875960000,0.25237,0.25211999999999996,0.25295,0.25166,6994.3840777800015
189,1624876020000,0.2524,0.25292,0.25292,0.2524,100.24716275
190,1624876080000,0.25311999999999996,0.25318,0.25336,0.25278,252.91994172
191,1624876140000,0.25261,0.25216,0.2527,0.25216,2374.95037806
192,1624876200000,0.25306999999999996,0.2527,0.25314000000000003,0.25254,741.23316275
193,1624876260000,0.25324,0.25324,0.25324,0.25324,100.0
194,1624876320000,0.25335,0.25335,0.25335,0.25294,1750.0
195,1624876380000,0.25335,0.25334,0.25335,0.2529,5910.6558
196,1624876440000,0.25239,0.25239,0.25239,0.25239,250.0
197,1624876500000,0.25240999999999997,0.25264000000000003,0.25288,0.25240999999999997,210.0
198,1624876560000,0.25237,0.25287,0.25287,0.25211999999999996,455.94861014
199,1624876620000,0.25287,0.2522,0.25311999999999996,0.2522,11600.00177
200,1624876680000,0.25228,0.25211999999999996,0.25228,0.25211999999999996,400.0
201,1624876800000,0.25211999999999996,0.25171,0.25211999999999996,0.251,5523.08737448
202,1624876860000,0.25169,0.25073,0.25169,0.25055,13301.24008426
203,1624876920000,0.2513,0.25164000000000003,0.25164000000000003,0.2513,300.00178
204,1624876980000,0.25186,0.25206999999999996,0.25206999999999996,0.25186,250.00178
205,1624877040000,0.25165,0.25219,0.25219,0.25165,2600.0
206,1624877100000,0.25237,0.25218,0.25259000000000004,0.25205,550.42347122
207,1624877160000,0.25251,0.25233,0.25261,0.25233,2600.0
208,1624877220000,0.25229,0.25264000000000003,0.25264000000000003,0.25229,200.17300649999999
209,1624877280000,0.25234,0.2525,0.25265,0.25234,1150.04626
210,1624877400000,0.25211999999999996,0.25287,0.25287,0.25211999999999996,4250.12291771
211,1624877460000,0.25287,0.25342,0.25343000000000004,0.25287,650.00001229
212,1624877520000,0.25281,0.25281,0.25281,0.25281,50.0
213,1624877580000,0.25358,0.25347,0.25358,0.253,750.0
214,1624877640000,0.25298000000000004,0.25336,0.25336,0.25298000000000004,100.0
215,1624877700000,0.25290999999999997,0.25290999999999997,0.25290999999999997,0.25290999999999997,1250.0
216,1624877760000,0.25323,0.25236,0.25323,0.25236,5102.57233973
217,1624877880000,0.25273,0.25301999999999997,0.25301999999999997,0.25273,12.25887466
218,1624877940000,0.25261999999999996,0.25261999999999996,0.25261999999999996,0.25261999999999996,50.0
219,1624878000000,0.25311999999999996,0.25373,0.25373,0.25311999999999996,1321.0017699999999
220,1624878060000,0.25373,0.25379,0.25401999999999997,0.2533,600.00176
221,1624878120000,0.25382,0.25394,0.25394,0.25382,500.0
222,1624878240000,0.25384,0.25339,0.25384,0.25339,50.06841978
223,1624878300000,0.25326,0.25289,0.25326,0.25289,150.0017666
224,1624878360000,0.2529,0.2529,0.2529,0.2529,100.0
225,1624878480000,0.25359,0.25359,0.25359,0.25359,100.0
226,1624878540000,0.25388,0.25388,0.25388,0.25388,0.00176
227,1624878600000,0.25388,0.25364000000000003,0.25409,0.25364000000000003,100.0000066
228,1624878660000,0.25367,0.25329,0.25367,0.25329,350.0
229,1624878720000,0.25313,0.253,0.25313,0.253,50.0
230,1624878780000,0.25322,0.25259000000000004,0.25322,0.25259000000000004,152.78168778
231,1624878840000,0.25259000000000004,0.25306999999999996,0.25306999999999996,0.25259000000000004,300.0
232,1624878900000,0.25337,0.25336,0.25361999999999996,0.25297,150.33390349
233,1624878960000,0.25287,0.25214000000000003,0.25287,0.25214000000000003,500.00353859
234,1624879020000,0.25211999999999996,0.2519,0.25211999999999996,0.2519,900.0
235,1624879140000,0.25238,0.25219,0.25289,0.25219,828.46602712
236,1624879260000,0.25279,0.25311999999999996,0.25311999999999996,0.25279,350.11147736
237,1624879380000,0.25237,0.25198000000000004,0.25237,0.25198000000000004,1700.53718129
238,1624879440000,0.252,0.252,0.252,0.252,35.9
239,1624879500000,0.25287,0.25336,0.25336,0.25287,1055.04127792
240,1624879560000,0.25337,0.25356,0.25356,0.25337,250.0
241,1624879620000,0.25319,0.25361999999999996,0.25361999999999996,0.25319,0.39724351
242,1624879800000,0.25311,0.25327,0.25327,0.25311,250.0
243,1624879860000,0.25279,0.25365,0.25365,0.25279,152.04045452
244,1624879920000,0.25298000000000004,0.25351999999999997,0.25351999999999997,0.25298000000000004,74.35221713
245,1624879980000,0.2532,0.25338,0.25388,0.25319,10800.0
246,1624880040000,0.25388,0.25376,0.25411999999999996,0.25376,2750.09606928
247,1624880100000,0.25414000000000003,0.25429,0.25471,0.2541,3550.00176
248,1624880160000,0.25431,0.25431,0.25431,0.25431,50.0
249,1624880220000,0.25431,0.25389,0.25442,0.25387,3779.175
250,1624880280000,0.254,0.25364000000000003,0.254,0.25364000000000003,202.20088810000001
251,1624880340000,0.25392,0.25364000000000003,0.25392,0.25364000000000003,600.0
252,1624880400000,0.25364000000000003,0.25346,0.25364000000000003,0.25346,101.08386253
253,1624880460000,0.25378,0.2541,0.2541,0.25378,203857.73237719
254,1624880520000,0.2541,0.2544,0.2544,0.2541,413490.77
255,1624880580000,0.25438,0.2544,0.2544,0.25438,100.0
256,1624880700000,0.25399,0.25419,0.25419,0.25399,200.23318869
257,1624880820000,0.25411,0.25358,0.25411,0.25358,350.93935066
258,1624880880000,0.25405,0.25405,0.25405,0.25405,50.0
259,1624880940000,0.25398000000000004,0.25419,0.25419,0.25398000000000004,150.60428368
260,1624881000000,0.25392,0.25392,0.25392,0.25392,50.0
261,1624881060000,0.25398000000000004,0.25428,0.25428,0.25379,200.56171721
262,1624881180000,0.25379,0.25379,0.25379,0.25379,50.0
263,1624881240000,0.25346,0.25359,0.25363,0.25338,200.00176486
264,1624881300000,0.25342,0.25313,0.25342,0.25313,2.98436826
265,1624881360000,0.25332,0.25266,0.25332,0.25266,300.05901466
266,1624881420000,0.25329,0.25324,0.25329,0.25277,201.30185189
267,1624881480000,0.25315,0.25344,0.25344,0.25315,150.04582954
268,1624881540000,0.25335,0.25335,0.25335,0.25335,550.0
269,1624881600000,0.25361999999999996,0.25288,0.25361999999999996,0.2528,150.15060026
270,1624881660000,0.25282,0.25266,0.25282,0.25211999999999996,23886.92072758
271,1624881720000,0.25237,0.25268,0.25268,0.25218,14130.901721
272,1624881780000,0.25209000000000004,0.25209000000000004,0.25209000000000004,0.25209000000000004,50.0
273,1624881840000,0.25287,0.25248000000000004,0.25287,0.25248000000000004,0.39941771
274,1624881900000,0.25287,0.25337,0.25337,0.25287,0.00354577
275,1624881960000,0.25361999999999996,0.25388,0.25388,0.25361999999999996,50.00000841999999
276,1624882020000,0.25353000000000003,0.254,0.254,0.25353000000000003,250.0
277,1624882080000,0.25375,0.25342,0.25375,0.25342,11922.673859999999
278,1624882260000,0.25361999999999996,0.25356999999999996,0.25361999999999996,0.25356999999999996,150.0
279,1624882320000,0.2535,0.2535,0.2535,0.2535,400.0
280,1624882380000,0.25324,0.2535,0.2535,0.25324,199650.04576448
281,1624882440000,0.25388,0.25388,0.25388,0.25388,0.30353774
282,1624882560000,0.2539,0.2547,0.2547,0.2539,834409.28129181
283,1624882620000,0.2547,0.25566,0.25567,0.2547,201019.16976089
284,1624882680000,0.25583,0.25516,0.25583,0.25516,250.0
285,1624882740000,0.25551,0.25551,0.25551,0.25551,100.0
286,1624882800000,0.25549,0.25516,0.25549,0.25516,550.0
287,1624882860000,0.25540999999999997,0.25543000000000005,0.25543000000000005,0.25540999999999997,100.05631338
288,1624882980000,0.25535,0.2549,0.25535,0.2549,487.52635
289,1624883040000,0.25509,0.25509,0.25509,0.25509,300.0
290,1624883100000,0.2549,0.25439,0.25506,0.25439,53.34599571
291,1624883160000,0.25471,0.25485,0.25485,0.25471,150.29469569
292,1624883220000,0.25469,0.25469,0.25469,0.25469,50.0
293,1624883280000,0.25439,0.25469,0.25469,0.25436,50.17016361
294,1624883340000,0.2546,0.25471,0.25471,0.2546,100.6870905
295,1624883400000,0.25414000000000003,0.25414000000000003,0.25429,0.25414000000000003,0.31403307
296,1624883460000,0.25390999999999997,0.25428,0.25439,0.25376,301.29062424
297,1624883520000,0.25418,0.2543,0.2543,0.25418,3380.82081985
298,1624883580000,0.2543,0.2543,0.2543,0.2543,50.0
299,1624883640000,0.25418,0.25381,0.25418,0.25381,300.38778107
300,1624883700000,0.25411999999999996,0.25411999999999996,0.25411999999999996,0.25411999999999996,2147.7997611200008
301,1624883760000,0.25451999999999997,0.25439,0.25451999999999997,0.25439,0.96952649
302,1624883820000,0.25465,0.25432,0.25477,0.2543,850.0
303,1624883880000,0.25468,0.25435,0.25468,0.25435,1456.64070133
304,1624883940000,0.25435,0.25435,0.25435,0.25435,150.0
305,1624884000000,0.25418,0.25418,0.25418,0.25418,1000.0
306,1624884060000,0.2545,0.2545,0.2545,0.2545,0.28385145
307,1624884120000,0.25425,0.25425,0.25425,0.25425,0.64589545
308,1624884180000,0.25469,0.25469,0.25469,0.25469,0.03980641
309,1624884240000,0.25456999999999996,0.2546,0.2546,0.25456999999999996,2495.30115738
310,1624884300000,0.2549,0.25488,0.2554,0.25476,350.78161498
311,1624884360000,0.25488,0.25489,0.25489,0.25488,300.0
312,1624884420000,0.25440999999999997,0.25489,0.25489,0.25440999999999997,100.81762001
313,1624884480000,0.25540999999999997,0.25564000000000003,0.25568,0.25540999999999997,450.00175606
314,1624884540000,0.2557,0.25529,0.2557,0.25529,13798.62623572
315,1624884600000,0.25573,0.25573,0.25573,0.25573,50.0
316,1624884660000,0.25529,0.25594,0.25594,0.25529,300.16850454
317,1624884720000,0.25582,0.25586,0.25586,0.25582,260.0
318,1624884780000,0.25581,0.25581,0.25581,0.25581,100.0
319,1624884840000,0.25593,0.25545999999999996,0.25593,0.25545999999999996,150.07297011
320,1624884900000,0.25526,0.25561,0.25561,0.25521,102.56068749
321,1624884960000,0.25563,0.25516,0.25563,0.25516,100.11415664
322,1624885020000,0.25519000000000003,0.25543000000000005,0.25543000000000005,0.25519000000000003,550.0
323,1624885080000,0.25543000000000005,0.25582,0.2561,0.25543000000000005,360.34212031
324,1624885140000,0.25617,0.25633,0.25633,0.25617,200.0
325,1624885200000,0.25632,0.25566,0.25632,0.25566,504.21606592
326,1624885260000,0.25595,0.25649,0.25649,0.25595,4944.2879
327,1624885380000,0.25627,0.25601,0.25627,0.25587,288.10086
328,1624885440000,0.25587,0.25515,0.25587,0.25515,1050.00350364
329,1624885500000,0.25549,0.25465,0.25549,0.25465,150.00350433
330,1624885560000,0.25476,0.25535,0.25535,0.25458000000000003,150.6154316
331,1624885620000,0.25465,0.25465,0.25465,0.25465,100.0
332,1624885680000,0.25495,0.2547,0.25526,0.2547,77512.54239041
333,1624885740000,0.25513,0.25539,0.25539,0.25513,500.0
334,1624885800000,0.25533,0.25527,0.25535,0.25492,802.22762185
335,1624885860000,0.25492,0.25471,0.25527,0.25471,650.32218364
336,1624885920000,0.25511999999999996,0.25501,0.25518,0.25501,250.0
337,1624885980000,0.25524,0.25504,0.25524,0.25504,251.41262981
338,1624886040000,0.25519000000000003,0.25503000000000003,0.25519000000000003,0.25503000000000003,300.0
339,1624886100000,0.25515,0.25513,0.25515,0.25471,700.10161054
340,1624886160000,0.25499,0.25499,0.25499,0.25499,150.0
341,1624886220000,0.25540999999999997,0.25563,0.25563,0.25511,400.60158783
342,1624886280000,0.25548000000000004,0.25511,0.25548000000000004,0.25511,100.0
343,1624886340000,0.25543000000000005,0.25543000000000005,0.25543000000000005,0.25543000000000005,0.23677577
344,1624886400000,0.25529,0.25571,0.25571,0.25529,100.0
345,1624886460000,0.25522,0.25554,0.25554,0.25522,100.06208803
346,1624886520000,0.25556999999999996,0.25522,0.25556999999999996,0.25522,100.0
347,1624886580000,0.25555,0.25555,0.25555,0.25555,2.09278278
348,1624886640000,0.25556,0.25558000000000003,0.25558000000000003,0.25556,150.0
349,1624886700000,0.25522,0.25522,0.25524,0.25522,200.01128298
350,1624886760000,0.25524,0.25477,0.25559,0.25477,450.0
351,1624886880000,0.25529,0.25529,0.25529,0.25529,2.01461158
352,1624886940000,0.25561,0.25561,0.25561,0.25561,46.669657
353,1624887000000,0.25566,0.25633,0.25633,0.25566,50.00525771
354,1624887060000,0.25599,0.25474,0.25599,0.25474,1150.00350338
355,1624887120000,0.2548,0.25455,0.255,0.25455,103.72596511
356,1624887180000,0.25463,0.25471,0.25506,0.25428,2100.0
357,1624887240000,0.25471,0.2543,0.25472,0.25416,1352.71145858
358,1624887300000,0.2543,0.25474,0.25474,0.2543,100.0
359,1624887360000,0.25422,0.25473,0.25473,0.25422,200.0
360,1624887420000,0.25424,0.25428,0.25428,0.25424,100.0
361,1624887480000,0.25422,0.25416,0.25422,0.25416,100.0
362,1624887540000,0.25414000000000003,0.25364000000000003,0.25431,0.25364000000000003,1202.71297804
363,1624887600000,0.25417,0.25397,0.25417,0.25366,2400.0
364,1624887660000,0.25363,0.25383,0.25385,0.25325,3153.78239326
365,1624887720000,0.2538,0.25296,0.2538,0.25294,13984.53063764
366,1624887780000,0.25322,0.25313,0.25372,0.2531,450.05712893
367,1624887840000,0.25295,0.25305,0.25351999999999997,0.25295,350.0
368,1624887900000,0.25327,0.2528,0.25327,0.2528,450.0
369,1624887960000,0.25309,0.2528,0.25313,0.25240999999999997,753.8502892500002
370,1624888020000,0.25258,0.25235,0.25258,0.25235,100.00177
371,1624888080000,0.25263,0.2523,0.25263,0.25218,4800.0
372,1624888140000,0.25216,0.25219,0.25219,0.25209000000000004,750.0
373,1624888200000,0.25249,0.25240999999999997,0.25258,0.25240999999999997,301.70658638
374,1624888260000,0.25249,0.2531,0.2531,0.25249,632.94449754
375,1624888320000,0.25267,0.25267,0.25267,0.25267,50.0
376,1624888380000,0.25266,0.25331,0.25331,0.25266,550.0
377,1624888440000,0.25331,0.2531,0.25331,0.2531,100.0
378,1624888500000,0.25306,0.25311,0.25353000000000003,0.25306,300.24626591
379,1624888560000,0.2534,0.25301,0.25348000000000004,0.25301,150.07436434
380,1624888620000,0.2533,0.25328,0.2533,0.25292,500.0
381,1624888680000,0.25337,0.25261999999999996,0.25337,0.25261999999999996,100.00177
